Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,mean_time,Attrition
37,Travel_Rarely,Research & Development,2.0,2,Medical,732,Female,1,Healthcare Representative,Married,54050.0,7,15,0,8,3,6,1,3,3.0,3.0,3.0,4,3,10.411764705882351,No
33,Travel_Frequently,Research & Development,2.0,3,Medical,733,Female,1,Sales Executive,Married,87930.0,6,17,0,8,2,5,1,2,2.0,4.0,4.0,3,3,7.758333333333334,No
32,Travel_Rarely,Research & Development,1.0,4,Medical,734,Male,5,Research Director,Married,191890.0,0,12,1,4,3,3,1,2,3.0,2.0,2.0,3,3,10.452586206896552,No
39,Non-Travel,Research & Development,29.0,2,Life Sciences,735,Male,2,Sales Executive,Married,38750.0,3,15,0,13,3,6,0,5,3.0,3.0,3.0,3,3,6.581589958158996,No
25,Travel_Rarely,Research & Development,7.0,4,Life Sciences,736,Male,1,Sales Executive,Married,22160.0,2,13,3,6,2,3,1,2,1.0,3.0,3.0,2,3,7.257261410788382,No
52,Travel_Frequently,Research & Development,2.0,1,Life Sciences,737,Male,2,Sales Executive,Married,117130.0,2,14,0,24,2,5,0,2,4.0,3.0,2.0,3,3,9.164556962025316,No
43,Travel_Rarely,Research & Development,2.0,2,Medical,738,Male,1,Laboratory Technician,Single,78610.0,1,14,2,20,1,20,1,8,1.0,3.0,1.0,3,3,9.739495798319329,No
27,Travel_Rarely,Research & Development,2.0,4,Life Sciences,739,Male,1,Human Resources,Married,37080.0,1,16,2,6,2,6,4,4,4.0,4.0,3.0,3,3,10.363636363636363,No
27,Travel_Rarely,Research & Development,2.0,5,Life Sciences,740,Female,1,Research Scientist,Single,137700.0,1,18,1,8,3,8,7,7,4.0,3.0,3.0,4,3,10.037344398340249,Yes
26,Travel_Rarely,Research & Development,2.0,2,Other,741,Male,3,Laboratory Technician,Single,53040.0,0,20,1,5,2,4,1,1,1.0,4.0,3.0,3,4,6.271111111111111,No
42,Travel_Rarely,Sales,23.0,3,Marketing,742,Female,3,Research Scientist,Married,26420.0,0,13,1,21,3,20,0,9,3.0,1.0,3.0,3,3,6.109704641350211,No
52,Travel_Rarely,Research & Development,5.0,2,Life Sciences,743,Female,1,Healthcare Representative,Married,27590.0,9,18,1,12,6,5,0,4,3.0,1.0,1.0,3,3,6.425531914893617,No
37,Travel_Rarely,Research & Development,20.0,5,Life Sciences,744,Male,2,Manager,Single,68040.0,4,13,1,8,1,3,0,2,1.0,3.0,3.0,3,3,7.539130434782609,No
35,Travel_Frequently,Research & Development,6.0,4,Medical,745,Female,2,Research Director,Single,61420.0,2,15,1,10,2,2,2,2,3.0,4.0,3.0,3,3,7.665217391304348,No
25,Travel_Rarely,Research & Development,1.0,4,Medical,746,Male,2,Sales Executive,Married,25000.0,4,14,2,7,2,3,0,2,1.0,4.0,2.0,1,3,7.982456140350878,No
26,Travel_Rarely,Research & Development,29.0,4,Life Sciences,747,Male,1,Research Scientist,Single,63890.0,0,22,0,8,2,7,0,7,3.0,1.0,3.0,2,4,6.82532751091703,No
29,Travel_Rarely,Sales,9.0,3,Life Sciences,748,Male,1,Laboratory Technician,Single,111030.0,1,12,0,10,5,10,0,9,2.0,1.0,2.0,2,3,6.273858921161826,No
49,Travel_Frequently,Sales,6.0,5,Medical,749,Female,2,Healthcare Representative,Single,23420.0,3,18,0,20,2,4,1,3,1.0,1.0,3.0,3,3,7.092436974789916,Yes
29,Travel_Frequently,Sales,3.0,2,Marketing,750,Female,2,Laboratory Technician,Single,68110.0,0,15,1,9,2,8,7,7,3.0,4.0,3.0,3,3,8.580786026200874,Yes
54,Travel_Rarely,Sales,1.0,3,Medical,751,Female,2,Manager,Single,22970.0,6,18,2,29,2,20,12,7,4.0,4.0,2.0,2,3,6.2,No
58,Travel_Rarely,Sales,22.0,3,Life Sciences,752,Female,2,Laboratory Technician,Married,24500.0,3,12,1,32,2,9,1,5,4.0,1.0,3.0,3,3,10.626016260162602,No
55,Travel_Rarely,Research & Development,7.0,3,Life Sciences,753,Female,3,Research Scientist,Divorced,50930.0,2,16,1,31,3,7,0,0,2.0,4.0,4.0,3,3,7.454935622317596,No
36,Travel_Rarely,Research & Development,1.0,3,Medical,754,Male,2,Sales Executive,Single,53090.0,3,13,0,15,5,5,0,1,1.0,2.0,3.0,3,3,9.337606837606838,No
31,Travel_Frequently,Sales,4.0,3,Life Sciences,755,Male,2,Manager,Single,30570.0,1,19,0,1,3,1,0,0,2.0,3.0,3.0,3,3,7.35,Yes
30,Travel_Rarely,Sales,3.0,3,Life Sciences,756,Male,3,Sales Executive,Divorced,51210.0,7,13,0,8,4,3,0,2,4.0,1.0,3.0,3,3,7.530612244897959,No
31,Travel_Rarely,Research & Development,1.0,3,Medical,757,Male,1,Laboratory Technician,Single,168560.0,3,12,1,9,3,3,1,0,1.0,2.0,4.0,3,3,7.279661016949152,No
34,Travel_Frequently,Sales,2.0,1,Marketing,758,Female,5,Manager,Divorced,26860.0,5,11,0,10,3,4,1,3,4.0,1.0,3.0,4,3,7.596491228070175,No
31,Travel_Rarely,Sales,20.0,3,Technical Degree,759,Male,1,Research Scientist,Single,61800.0,1,14,1,1,2,1,0,0,1.0,2.0,4.0,1,3,7.9743589743589745,Yes
27,Travel_Rarely,Human Resources,11.0,4,Medical,760,Male,4,Sales Executive,Married,66320.0,0,16,0,6,3,5,1,4,2.0,1.0,4.0,3,3,7.189300411522634,No
36,Travel_Rarely,Sales,1.0,3,Marketing,761,Male,2,Research Scientist,Single,35050.0,1,12,2,10,2,10,1,8,1.0,4.0,2.0,2,3,6.315126050420168,No
36,Travel_Rarely,Research & Development,24.0,3,Other,762,Female,3,Research Director,Married,63970.0,4,14,1,11,3,3,0,2,3.0,1.0,2.0,3,3,7.375510204081633,No
47,Travel_Rarely,Research & Development,23.0,4,Life Sciences,763,Female,2,Sales Executive,Married,62740.0,7,14,2,17,0,6,1,2,1.0,4.0,2.0,3,3,7.772151898734177,No
25,Travel_Rarely,Sales,16.0,4,Life Sciences,764,Male,2,Research Scientist,Married,198590.0,3,19,0,6,3,3,2,2,1.0,1.0,3.0,2,3,7.248945147679325,Yes
37,Non-Travel,Sales,8.0,4,Medical,765,Male,1,Healthcare Representative,Single,75870.0,0,22,1,7,5,6,1,3,3.0,3.0,1.0,3,4,7.618025751072961,No
56,Travel_Rarely,Research & Development,10.0,4,Other,766,Male,2,Sales Representative,Married,42580.0,2,16,0,5,2,3,1,0,1.0,1.0,4.0,3,3,6.525862068965517,No
47,Travel_Rarely,Research & Development,3.0,2,Medical,767,Male,2,Laboratory Technician,Married,43640.0,3,11,1,26,3,20,5,6,1.0,3.0,4.0,3,3,6.315352697095436,No
24,Travel_Rarely,Research & Development,5.0,1,Other,768,Male,1,Manufacturing Director,Married,43350.0,1,15,1,5,5,5,0,3,4.0,3.0,3.0,3,3,9.63135593220339,No
32,Travel_Rarely,Sales,4.0,3,Marketing,769,Male,1,Research Scientist,Married,53260.0,4,14,1,7,2,4,0,3,4.0,4.0,2.0,3,3,7.548523206751055,No
34,Travel_Rarely,Research & Development,9.0,2,Medical,770,Male,1,Sales Executive,Married,32800.0,5,13,0,7,3,5,0,2,4.0,2.0,2.0,3,3,6.158590308370044,No
41,Travel_Rarely,Research & Development,26.0,3,Medical,771,Female,3,Sales Executive,Married,54850.0,2,17,2,7,2,4,0,3,2.0,3.0,2.0,3,3,10.469135802469136,No
40,Non-Travel,Sales,3.0,2,Life Sciences,772,Male,1,Sales Executive,Divorced,43420.0,3,11,1,11,6,8,0,7,3.0,3.0,4.0,2,3,6.378260869565217,No
31,Travel_Rarely,Research & Development,16.0,3,Medical,773,Male,2,Human Resources,Divorced,27820.0,1,19,1,13,5,13,9,9,1.0,4.0,3.0,3,3,6.66390041493776,No
46,Travel_Rarely,Research & Development,18.0,1,Medical,774,Male,1,Manufacturing Director,Divorced,59800.0,4,11,1,28,2,7,4,3,1.0,4.0,4.0,3,3,6.659663865546219,Yes
39,Non-Travel,Research & Development,2.0,4,Medical,775,Male,2,Manufacturing Director,Single,43810.0,2,15,2,11,1,1,0,0,1.0,1.0,4.0,2,3,9.390946502057613,Yes
31,Travel_Frequently,Sales,2.0,3,Medical,776,Male,2,Sales Executive,Single,25720.0,1,13,3,10,3,10,4,7,3.0,2.0,3.0,3,3,6.755458515283843,Yes
45,Travel_Rarely,Sales,10.0,2,Marketing,777,Male,1,Sales Executive,Divorced,38330.0,2,14,0,24,1,7,0,7,2.0,1.0,3.0,3,3,10.506382978723405,No
31,Travel_Rarely,Research & Development,16.0,4,Life Sciences,778,Male,3,Human Resources,Single,42440.0,9,13,0,8,3,3,0,2,4.0,2.0,3.0,3,3,6.597345132743363,No
31,Travel_Frequently,Research & Development,7.0,4,Life Sciences,779,Male,1,Laboratory Technician,Married,65000.0,6,23,1,7,5,2,2,2,2.0,4.0,1.0,3,4,10.246913580246911,Yes
45,Travel_Rarely,Research & Development,1.0,2,Life Sciences,780,Female,1,Research Scientist,Married,184300.0,4,12,1,10,5,3,1,2,2.0,4.0,4.0,3,3,10.623931623931623,No
48,Travel_Rarely,Research & Development,24.0,3,Technical Degree,781,Male,2,Research Scientist,Divorced,16010.0,4,12,0,15,3,2,2,2,3.0,1.0,3.0,3,3,7.1191489361702125,No
34,Travel_Rarely,Research & Development,7.0,4,Medical,782,Male,2,Research Scientist,Married,26940.0,1,16,1,2,3,2,2,2,1.0,3.0,3.0,3,3,7.384615384615385,Yes
40,Non-Travel,Research & Development,25.0,4,Other,783,Female,1,Sales Executive,Divorced,31490.0,2,15,1,16,1,9,4,8,4.0,2.0,3.0,2,3,8.02892561983471,No
28,Travel_Rarely,Research & Development,1.0,2,Technical Degree,784,Female,1,Research Scientist,Single,176390.0,0,13,1,6,0,5,1,3,4.0,1.0,3.0,3,3,6.48068669527897,No
44,Non-Travel,Research & Development,5.0,3,Life Sciences,785,Male,1,Laboratory Technician,Single,23190.0,3,18,0,7,4,5,0,3,3.0,3.0,3.0,2,3,6.6173913043478265,No
53,Travel_Rarely,Research & Development,2.0,4,Technical Degree,786,Male,2,Manager,Single,116910.0,4,20,0,35,2,9,8,8,4.0,2.0,2.0,3,4,6.8931623931623935,No
49,Travel_Rarely,Research & Development,7.0,3,Life Sciences,787,Male,3,Laboratory Technician,Married,53240.0,2,19,0,20,2,3,1,2,1.0,3.0,2.0,1,3,6.75103734439834,No
40,Travel_Rarely,Research & Development,2.0,4,Life Sciences,788,Male,3,Laboratory Technician,Divorced,167520.0,2,18,1,8,3,3,1,2,3.0,3.0,4.0,3,3,6.5125,No
44,Travel_Rarely,Research & Development,5.0,1,Other,789,Male,3,Research Scientist,Single,52280.0,1,13,0,6,2,5,1,3,4.0,2.0,2.0,4,3,6.922131147540983,No
33,Travel_Frequently,Human Resources,10.0,3,Medical,790,Female,2,Sales Executive,Married,27000.0,0,14,3,5,2,4,0,3,4.0,1.0,3.0,3,3,7.281512605042017,No
34,Travel_Rarely,Research & Development,10.0,4,Life Sciences,791,Female,1,Sales Representative,Single,192460.0,3,15,1,15,5,13,3,12,4.0,1.0,3.0,3,3,6.860169491525424,No
30,Travel_Rarely,Sales,1.0,2,Technical Degree,792,Male,1,Laboratory Technician,Married,25060.0,8,22,0,4,3,2,2,2,4.0,3.0,2.0,3,4,6.062761506276151,No
42,Travel_Frequently,Research & Development,8.0,4,Medical,793,Female,1,Sales Executive,Single,60620.0,1,22,2,12,2,12,5,8,1.0,4.0,3.0,3,4,7.361233480176211,No
44,Travel_Frequently,Research & Development,5.0,3,Life Sciences,794,Female,5,Manufacturing Director,Married,43820.0,7,16,2,11,2,1,0,0,1.0,3.0,2.0,3,3,7.602564102564102,No
30,Non-Travel,Research & Development,8.0,3,Life Sciences,795,Male,1,Manufacturing Director,Divorced,21430.0,1,17,1,1,2,1,0,0,3.0,3.0,2.0,3,3,6.1173913043478265,No
57,Travel_Rarely,Sales,2.0,1,Life Sciences,796,Male,3,Research Scientist,Married,61620.0,0,14,0,13,5,12,2,8,2.0,3.0,2.0,2,3,7.6,No
49,Travel_Rarely,Research & Development,7.0,3,Technical Degree,797,Female,2,Sales Executive,Divorced,50940.0,3,15,0,29,5,8,0,7,3.0,2.0,3.0,3,3,6.834745762711864,No
34,Travel_Frequently,Research & Development,2.0,4,Medical,798,Female,2,Sales Representative,Divorced,68770.0,7,20,0,16,3,14,6,9,2.0,1.0,2.0,3,4,6.314410480349345,No
28,Travel_Frequently,Research & Development,2.0,3,Medical,799,Male,1,Research Scientist,Married,22740.0,3,20,1,5,5,3,1,2,1.0,3.0,4.0,3,4,6.491803278688525,Yes
29,Travel_Frequently,Research & Development,28.0,3,Medical,800,Female,5,Research Scientist,Single,44340.0,1,17,3,7,1,5,0,0,1.0,2.0,1.0,3,3,7.74074074074074,Yes
34,Travel_Rarely,Research & Development,7.0,1,Medical,801,Male,1,Research Scientist,Single,62880.0,0,15,1,16,2,15,10,10,1.0,2.0,4.0,3,3,8.537190082644628,Yes
35,Travel_Rarely,Sales,7.0,4,Other,802,Female,4,Healthcare Representative,Married,25530.0,1,14,1,1,4,1,0,0,4.0,3.0,3.0,2,3,6.577092511013216,No
24,Travel_Frequently,Sales,3.0,3,Life Sciences,803,Male,2,Research Scientist,Single,76540.0,2,17,1,4,3,0,0,0,2.0,1.0,2.0,2,3,8.527896995708154,Yes
24,Non-Travel,Research & Development,10.0,3,Life Sciences,804,Female,2,Manager,Married,51600.0,1,17,1,1,3,1,0,0,4.0,2.0,3.0,1,3,7.334728033472803,No
44,Travel_Frequently,Research & Development,5.0,2,Medical,805,Female,2,Research Scientist,Single,171590.0,5,22,1,16,1,2,2,2,2.0,3.0,2.0,2,4,10.316872427983538,No
29,Travel_Rarely,Sales,10.0,2,Life Sciences,806,Female,1,Sales Executive,Divorced,128080.0,1,13,0,10,6,10,0,4,3.0,3.0,3.0,3,3,6.991769547325103,No
30,Travel_Rarely,Research & Development,1.0,2,Life Sciences,807,Male,3,Sales Executive,Divorced,102210.0,0,19,1,6,2,5,1,3,3.0,3.0,4.0,3,3,6.086776859504132,No
55,Travel_Rarely,Sales,20.0,3,Marketing,808,Male,2,Research Scientist,Married,47790.0,0,14,1,4,6,3,1,2,4.0,3.0,3.0,3,3,10.748936170212763,No
33,Travel_Rarely,Research & Development,7.0,2,Life Sciences,809,Male,2,Research Scientist,Married,37370.0,8,22,2,8,2,5,0,2,1.0,2.0,3.0,3,4,7.905737704918033,No
47,Travel_Rarely,Research & Development,8.0,4,Medical,810,Female,2,Sales Representative,Married,23660.0,3,17,0,11,5,5,1,2,3.0,3.0,2.0,2,3,10.870833333333334,No
28,Travel_Frequently,Sales,1.0,3,Marketing,811,Male,2,Laboratory Technician,Single,17060.0,7,12,0,8,3,0,0,0,3.0,1.0,2.0,3,3,7.557377049180328,Yes
28,Travel_Rarely,Sales,8.0,4,Marketing,812,Male,1,Laboratory Technician,Divorced,163070.0,1,16,0,1,3,1,0,0,1.0,3.0,1.0,2,3,6.158333333333333,No
28,Travel_Frequently,Research & Development,9.0,3,Life Sciences,813,Female,2,Sales Executive,Single,59330.0,0,11,0,5,3,4,1,3,3.0,1.0,3.0,3,3,6.960352422907489,No
49,Travel_Rarely,Research & Development,5.0,4,Life Sciences,814,Female,1,Research Scientist,Married,34240.0,4,11,0,10,3,3,1,2,3.0,1.0,3.0,3,3,6.394849785407725,No
29,Travel_Frequently,Research & Development,8.0,1,Medical,815,Male,1,Research Scientist,Married,40370.0,0,14,0,4,2,3,0,2,4.0,2.0,3.0,1,3,7.090163934426229,No
28,Travel_Rarely,Research & Development,5.0,1,Technical Degree,816,Male,2,Laboratory Technician,Married,25590.0,1,11,0,8,3,8,1,7,3.0,2.0,2.0,2,3,5.969565217391304,No
33,Travel_Rarely,Research & Development,15.0,4,Life Sciences,817,Female,1,Sales Executive,Single,62010.0,2,15,3,14,2,0,0,0,4.0,3.0,3.0,2,3,8.432900432900434,No
32,Travel_Rarely,Research & Development,7.0,3,Life Sciences,818,Female,3,Laboratory Technician,Single,44030.0,2,20,0,10,3,5,0,0,3.0,4.0,4.0,2,4,7.456066945606694,No
54,Travel_Frequently,Sales,10.0,3,Life Sciences,819,Female,4,Research Scientist,Divorced,37610.0,3,12,0,26,3,14,1,12,2.0,4.0,3.0,2,3,7.017543859649122,No
29,Travel_Rarely,Research & Development,5.0,3,Life Sciences,820,Female,2,Research Scientist,Single,109340.0,6,17,2,11,2,9,0,7,1.0,1.0,1.0,3,3,6.560165975103734,Yes
44,Travel_Rarely,Sales,26.0,1,Marketing,821,Male,1,Sales Representative,Married,107610.0,3,11,1,24,5,20,14,17,4.0,1.0,4.0,2,3,7.860262008733624,No
39,Travel_Rarely,Sales,6.0,1,Technical Degree,822,Female,2,Laboratory Technician,Single,51750.0,4,17,1,9,2,2,2,2,2.0,2.0,3.0,4,3,7.1535087719298245,No
46,Travel_Rarely,Research & Development,4.0,2,Life Sciences,823,Male,3,Manufacturing Director,Married,138260.0,8,11,0,23,1,13,5,1,3.0,2.0,4.0,2,3,7.04149377593361,No
35,Travel_Rarely,Research & Development,23.0,4,Life Sciences,824,Male,2,Research Scientist,Single,63340.0,1,14,0,11,2,11,3,3,4.0,2.0,1.0,4,3,6.231441048034935,No
23,Travel_Rarely,Research & Development,2.0,4,Medical,825,Female,2,Manager,Single,49360.0,0,19,1,5,2,4,1,2,1.0,3.0,3.0,2,3,7.747863247863248,No
40,Travel_Rarely,Research & Development,2.0,3,Medical,826,Male,2,Research Director,Single,47750.0,3,15,1,15,3,5,1,0,4.0,1.0,1.0,4,3,7.660869565217391,Yes
34,Travel_Rarely,Human Resources,2.0,3,Human Resources,827,Male,2,Manufacturing Director,Married,28180.0,1,13,1,10,2,10,8,6,4.0,3.0,3.0,3,3,10.316239316239315,No
31,Travel_Frequently,Research & Development,29.0,3,Life Sciences,828,Female,2,Healthcare Representative,Single,25150.0,1,14,0,7,3,7,7,7,4.0,3.0,1.0,2,3,6.295652173913044,Yes
50,Travel_Frequently,Research & Development,6.0,3,Medical,829,Male,1,Manager,Single,23420.0,1,12,1,32,2,32,13,9,3.0,4.0,3.0,2,3,9.957627118644067,No
34,Travel_Rarely,Sales,25.0,5,Marketing,830,Female,1,Research Scientist,Married,41940.0,0,17,2,12,3,11,5,7,2.0,3.0,3.0,3,3,10.461206896551724,No
42,Travel_Rarely,Research & Development,1.0,3,Life Sciences,831,Female,1,Manufacturing Director,Married,106850.0,4,11,3,4,2,1,0,0,3.0,2.0,3.0,3,3,6.545833333333333,No
37,Travel_Rarely,Research & Development,2.0,2,Medical,832,Male,1,Research Scientist,Married,20220.0,1,12,0,10,1,10,3,7,1.0,4.0,3.0,3,3,8.017316017316018,No
29,Travel_Rarely,Research & Development,1.0,3,Medical,833,Female,1,Manager,Married,23140.0,3,13,0,9,5,7,0,7,3.0,1.0,3.0,4,3,6.197478991596639,No
33,Travel_Rarely,Research & Development,1.0,1,Life Sciences,834,Male,1,Research Scientist,Single,42560.0,1,13,3,5,1,5,0,2,4.0,2.0,3.0,3,3,7.223175965665236,No
45,Travel_Rarely,Sales,3.0,3,Life Sciences,835,Male,3,Laboratory Technician,Married,35800.0,4,20,1,8,1,5,0,3,4.0,4.0,3.0,2,4,6.03347280334728,No
42,Travel_Frequently,Human Resources,1.0,4,Technical Degree,836,Male,2,Manufacturing Director,Married,31620.0,2,17,2,24,1,20,13,9,4.0,4.0,1.0,3,3,8.061475409836065,No
40,Travel_Rarely,Sales,10.0,1,Life Sciences,837,Female,1,Manufacturing Director,Married,65240.0,0,13,1,9,2,8,7,1,1.0,1.0,4.0,4,3,6.337448559670782,No
33,Travel_Rarely,Research & Development,9.0,3,Medical,838,Female,2,Manufacturing Director,Married,28990.0,1,17,0,15,3,15,5,7,2.0,3.0,3.0,2,3,10.59504132231405,No
40,Travel_Rarely,Sales,5.0,5,Life Sciences,839,Male,1,Manufacturing Director,Single,52310.0,1,12,2,21,4,21,7,7,3.0,4.0,3.0,3,3,8.405737704918034,No
24,Travel_Rarely,Sales,10.0,2,Marketing,840,Male,1,Manufacturing Director,Divorced,23560.0,0,13,0,2,5,1,0,0,3.0,1.0,3.0,3,3,6.078512396694215,No
40,Non-Travel,Research & Development,7.0,3,Medical,841,Male,1,Research Scientist,Divorced,28000.0,3,12,2,8,0,2,2,2,4.0,4.0,3.0,2,3,8.396694214876034,No
45,Travel_Rarely,Research & Development,4.0,3,Medical,842,Female,3,Laboratory Technician,Divorced,118360.0,1,22,0,10,2,10,7,7,1.0,2.0,3.0,4,4,6.60337552742616,No
35,Travel_Rarely,Research & Development,10.0,1,Life Sciences,843,Male,1,Healthcare Representative,Married,109030.0,0,11,0,6,3,5,4,2,2.0,3.0,3.0,4,3,7.754310344827586,No
32,Travel_Rarely,Research & Development,22.0,4,Medical,844,Male,1,Sales Executive,Married,29730.0,3,22,0,12,0,7,2,5,4.0,2.0,3.0,4,4,7.302904564315352,No
36,Travel_Rarely,Sales,9.0,3,Marketing,845,Female,4,Research Scientist,Single,142750.0,3,18,1,7,5,3,1,2,3.0,4.0,2.0,2,3,9.05327868852459,No
48,Travel_Rarely,Research & Development,12.0,4,Medical,846,Male,1,Laboratory Technician,Divorced,55620.0,8,13,1,18,2,8,7,7,3.0,3.0,3.0,3,3,7.818565400843882,No
29,Travel_Rarely,Research & Development,23.0,4,Life Sciences,847,Female,2,Healthcare Representative,Married,45370.0,6,18,1,5,5,1,0,0,3.0,3.0,2.0,4,3,7.7053941908713695,No
33,Travel_Rarely,Research & Development,9.0,1,Medical,848,Male,1,Healthcare Representative,Married,76420.0,2,20,1,8,2,2,2,2,1.0,1.0,1.0,2,4,7.119658119658119,No
30,Travel_Rarely,Research & Development,1.0,3,Other,849,Male,3,Sales Executive,Married,179240.0,1,13,2,10,2,10,6,7,2.0,1.0,3.0,3,3,7.384279475982533,Yes
38,Travel_Frequently,Sales,9.0,3,Marketing,850,Male,1,Manufacturing Director,Married,52040.0,3,13,1,10,2,6,1,2,3.0,3.0,3.0,3,3,6.928870292887029,No
35,Travel_Rarely,Sales,7.0,2,Life Sciences,851,Male,1,Sales Executive,Single,22770.0,1,12,1,3,2,3,1,2,4.0,1.0,3.0,3,3,6.815573770491803,No
30,Travel_Rarely,Research & Development,14.0,3,Technical Degree,852,Male,5,Research Director,Married,27950.0,3,13,0,9,4,4,1,3,3.0,2.0,3.0,3,3,6.463519313304721,No
35,Travel_Rarely,Research & Development,2.0,3,Medical,853,Female,1,Research Scientist,Divorced,25320.0,1,13,0,1,2,1,0,0,1.0,1.0,3.0,1,3,9.66810344827586,Yes
53,Travel_Rarely,Research & Development,19.0,3,Life Sciences,854,Male,2,Manager,Married,25590.0,0,25,0,34,2,33,1,9,3.0,4.0,3.0,3,4,6.516393442622951,Yes
38,Travel_Rarely,Research & Development,2.0,3,Medical,855,Female,3,Sales Executive,Married,49080.0,4,19,1,7,3,5,1,4,3.0,2.0,3.0,2,3,7.613168724279835,Yes
32,Non-Travel,Research & Development,10.0,4,Life Sciences,856,Female,5,Research Scientist,Married,23800.0,4,13,0,9,5,6,1,2,4.0,1.0,2.0,3,3,7.405982905982906,No
48,Travel_Rarely,Research & Development,2.0,5,Life Sciences,857,Male,1,Sales Executive,Married,47650.0,8,12,1,10,4,8,7,6,3.0,1.0,2.0,3,3,7.107758620689655,No
34,Travel_Rarely,Research & Development,3.0,3,Life Sciences,858,Male,2,Sales Executive,Single,20440.0,1,11,0,1,2,1,0,0,1.0,4.0,1.0,3,3,7.439330543933054,No
55,Travel_Rarely,Research & Development,11.0,1,Medical,859,Female,1,Laboratory Technician,Married,26930.0,1,18,0,36,6,36,2,13,3.0,4.0,3.0,2,3,6.358974358974359,No
34,Travel_Rarely,Research & Development,2.0,2,Life Sciences,860,Male,2,Research Scientist,Married,65860.0,9,18,1,9,3,2,2,1,2.0,4.0,2.0,3,3,6.201754385964913,No
26,Travel_Rarely,Research & Development,4.0,3,Life Sciences,861,Male,1,Research Director,Married,32940.0,1,11,0,1,6,1,0,0,1.0,4.0,3.0,3,3,7.2761506276150625,No
38,Travel_Rarely,Sales,14.0,2,Marketing,862,Female,1,Sales Executive,Married,41710.0,0,23,0,10,4,9,7,7,3.0,2.0,3.0,4,4,7.038135593220339,No
38,Travel_Rarely,Research & Development,2.0,3,Life Sciences,863,Female,1,Manufacturing Director,Single,27780.0,2,13,0,8,5,3,1,2,2.0,2.0,4.0,2,3,7.254310344827586,No
36,Travel_Rarely,Human Resources,1.0,3,Human Resources,864,Male,1,Research Scientist,Single,23770.0,6,13,2,15,3,1,0,0,2.0,3.0,3.0,3,3,7.428571428571429,No
29,Travel_Rarely,Research & Development,10.0,3,Life Sciences,865,Male,1,Sales Representative,Single,24040.0,1,17,0,10,3,10,1,5,2.0,1.0,3.0,2,3,8.113924050632912,No
35,Travel_Rarely,Sales,12.0,2,Life Sciences,866,Female,2,Sales Executive,Single,23180.0,3,19,0,10,4,5,0,4,1.0,3.0,3.0,4,3,9.258771929824562,No
39,Travel_Rarely,Sales,2.0,2,Medical,867,Female,1,Sales Executive,Married,20080.0,2,12,0,11,3,7,7,6,4.0,3.0,3.0,3,3,7.775510204081633,No
29,Travel_Frequently,Research & Development,5.0,1,Medical,868,Female,1,Research Scientist,Divorced,62440.0,1,22,0,6,3,6,1,3,1.0,4.0,4.0,3,4,6.848101265822785,No
50,Travel_Rarely,Research & Development,4.0,2,Medical,869,Female,1,Laboratory Technician,Married,27990.0,4,12,1,27,0,1,0,0,3.0,3.0,3.0,1,3,9.375,No
23,Travel_Rarely,Research & Development,7.0,2,Life Sciences,870,Female,3,Manager,Married,105520.0,2,11,0,4,2,2,2,2,4.0,3.0,3.0,3,3,6.65,No
36,Travel_Frequently,Sales,21.0,3,Life Sciences,871,Male,2,Human Resources,Married,23290.0,3,15,0,9,2,3,0,2,1.0,1.0,3.0,3,3,9.2,No
42,Travel_Rarely,Research & Development,8.0,2,Life Sciences,872,Female,5,Manager,Single,40140.0,8,13,1,24,3,1,0,1,4.0,4.0,3.0,3,3,6.032921810699588,No
35,Travel_Rarely,Sales,4.0,3,Medical,873,Female,2,Laboratory Technician,Married,74030.0,1,12,1,10,4,10,6,8,2.0,3.0,2.0,3,3,6.389344262295082,No
34,Travel_Frequently,Research & Development,25.0,1,Life Sciences,874,Female,1,Manager,Married,22590.0,1,14,0,8,2,8,7,7,4.0,3.0,2.0,3,3,6.008620689655173,No
40,Travel_Rarely,Research & Development,1.0,4,Life Sciences,875,Male,2,Laboratory Technician,Married,69320.0,1,13,0,5,5,5,1,2,4.0,1.0,3.0,3,3,6.506382978723404,No
43,Travel_Rarely,Research & Development,1.0,1,Other,876,Male,1,Manager,Divorced,46780.0,5,25,1,8,0,6,0,2,4.0,2.0,3.0,4,4,7.078947368421052,No
35,Travel_Rarely,Sales,6.0,3,Marketing,877,Female,3,Sales Representative,Married,135820.0,1,17,1,1,3,1,0,1,3.0,4.0,2.0,2,3,7.347639484978541,No
46,Travel_Rarely,Research & Development,12.0,4,Technical Degree,878,Male,1,Laboratory Technician,Single,23320.0,1,11,0,27,2,26,0,12,4.0,1.0,1.0,3,3,6.601659751037344,No
28,Travel_Rarely,Human Resources,1.0,3,Medical,879,Female,2,Laboratory Technician,Married,24130.0,1,16,1,1,2,1,0,0,3.0,2.0,3.0,3,3,8.459915611814345,Yes
